OrderID,QuantityReturned,PurchaseAmount,CustomerAccountAge,PreviousReturns,PreviousFraudReports,RefundIssued,ProductCategory_Beauty & Health,ProductCategory_Books,ProductCategory_Clothing,ProductCategory_Electronics,ProductCategory_Home & Garden,ReasonForReturn_Defective,ReasonForReturn_Did not like,ReasonForReturn_No longer needed,ReasonForReturn_Not as described,ReasonForReturn_Wrong item,ReturnCondition_Complete,ReturnCondition_Damaged,ReturnCondition_Defective,ReturnCondition_Opened,ReturnCondition_Unopened,DeliveryType_Express,DeliveryType_Standard
7533,0.790567225127181,-1.6374782206922938,-0.13958204003585942,0.14285714285714285,0.0,501.0078372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6653,-0.7645603518579783,0.8901322849318367,1.6761309487671334,1.0,1.0,391.7486651,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7563,-1.542124140350558,-1.4596485203936853,-0.6151848965845288,0.07142857142857142,0.5,353.7050557,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
841,0.790567225127181,1.2900824787132383,1.5745699221083032,0.2857142857142857,0.5,209.0312949,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9939,1.1793491193734709,1.3496649169415098,-0.7390398071440781,1.0,0.0,553.9914246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7196,0.4017853308808912,1.7090059339720907,1.4308982258592258,0.42857142857142855,0.0,528.8776244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
849,-0.7645603518579783,0.04223892473311876,0.9701579585777024,1.0,0.5,596.8107322,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1659,-0.7645603518579783,-0.010889342448336009,-0.8183069499021897,0.07142857142857142,1.0,177.471116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9137,0.4017853308808912,0.36963054154457947,-1.5118944490356658,0.7857142857142857,1.0,210.8569578,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7991,-1.1533422461042682,0.0014418389253935062,-1.5267570383028117,0.9285714285714285,1.0,518.2732754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
732,-0.7645603518579783,0.789838133098091,-1.0461999853317603,0.6428571428571428,1.0,194.7667426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6360,1.1793491193734709,-1.7043944326370815,0.9949289406896122,0.9285714285714285,0.0,72.55580245,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
964,0.013003436634601361,-1.6354787861608102,-0.3055476201856555,0.7857142857142857,0.0,385.233024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
971,0.4017853308808912,0.16618605291218064,-0.09251717402323067,0.14285714285714285,1.0,296.0677091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7980,1.5681310136197608,-0.5523157687922028,-1.2195968601151295,0.14285714285714285,0.0,160.7745835,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6348,-1.542124140350558,-1.5506159096161982,-0.025635522321074054,0.3571428571428571,1.0,596.0837994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4605,-0.7645603518579783,-0.9743111740606071,0.26170787017708036,0.14285714285714285,0.0,207.7372861,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1329,1.5681310136197608,1.4322574114456819,-1.459875386600655,1.0,1.0,475.9677843,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7775,-0.3757784576116885,0.7063910036952982,1.3565852795234963,0.8571428571428571,0.0,320.1066036,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3254,0.4017853308808912,1.3119080463285224,-0.394723155788531,0.9285714285714285,1.0,343.3804738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5142,0.4017853308808912,-0.9010171186984396,-1.6951997166637989,0.7857142857142857,0.0,477.6210366,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
187,-0.7645603518579783,1.2983910546675737,-1.5663906096818676,0.0,0.5,82.33662311,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1859,-0.3757784576116885,-1.4173465457735006,-0.6597726643859665,0.3571428571428571,0.0,423.9929637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6856,-0.3757784576116885,-0.8107083320110776,0.33354371830161894,0.42857142857142855,0.5,257.8030694,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
696,-1.542124140350558,-1.020135981322847,-0.47646739675783356,0.6428571428571428,0.0,98.46842151,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1361,-0.7645603518579783,1.0196726164948335,-1.2220739583263205,0.14285714285714285,1.0,388.5130643,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6494,-0.7645603518579783,-1.047716010129534,-1.0561083781765244,0.0,1.0,232.5113284,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7040,1.5681310136197608,1.1635159138564741,-1.1576694048353549,0.6428571428571428,1.0,303.6159479,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8535,-1.542124140350558,-0.5069568460227707,1.0741960834477238,0.5714285714285714,1.0,578.5529822,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8558,-1.542124140350558,-1.1603594562188506,0.25923077196588934,0.2857142857142857,0.0,247.6405892,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6287,-1.1533422461042682,1.4931921863474011,-0.02068132589869208,0.9285714285714285,0.5,112.8895069,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8515,0.790567225127181,1.0126740220573003,0.7571275124152776,0.5,1.0,577.0077085,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2654,-0.7645603518579783,-0.10658131364643303,0.4474902360164043,0.14285714285714285,0.0,330.9936287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
315,0.013003436634601361,0.22892061146436604,-1.3459288688858697,0.2857142857142857,0.0,405.5278377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3196,0.013003436634601361,1.3337157924221872,-0.8455550302252905,0.14285714285714285,1.0,234.2642684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
9822,-0.3757784576116885,-1.7052110850054139,-1.2592304314941851,0.7142857142857142,0.0,60.94130689,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1452,0.4017853308808912,-0.8969163135723375,0.49703220024022404,0.42857142857142855,1.0,132.3064375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7180,-1.1533422461042682,-0.6230283295621702,0.145284254251104,0.6428571428571428,1.0,569.2450221,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1551,0.790567225127181,-1.5139529010098065,-1.635749359595215,0.5714285714285714,0.0,299.019018,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6334,-0.3757784576116885,1.0594487920048572,-1.1824403869472646,0.7142857142857142,1.0,232.4606991,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8458,-1.1533422461042682,-1.1882944144830851,1.0593334941805779,0.14285714285714285,1.0,594.0357227,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
7531,1.1793491193734709,-0.1820444235938808,-0.5953681108950009,0.42857142857142855,1.0,149.4384289,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1033,-1.542124140350558,-1.1709460709709407,-0.6325245840628657,0.07142857142857142,0.0,119.9492346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7260,0.4017853308808912,-0.6874223233379833,-1.4524440919670822,0.7857142857142857,0.0,517.0876515,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1555,0.790567225127181,-0.6749299271831539,-0.1247194507687135,0.07142857142857142,0.0,466.6806835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2122,-1.1533422461042682,-0.8002333332509705,0.6109787179550095,0.07142857142857142,0.0,168.9662657,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9926,1.5681310136197608,0.5191096950458456,0.7150168428250309,0.3571428571428571,0.0,420.1036039,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9267,0.790567225127181,0.4837932118999304,0.9453869764657925,0.9285714285714285,0.5,525.9324435,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8722,0.4017853308808912,-1.4252642926464747,0.9404327800434106,0.5,0.0,415.2677141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1211,1.1793491193734709,-0.9752371029338739,1.7306271094133352,0.5714285714285714,0.0,440.3414414,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6610,-1.1533422461042682,1.440115436070548,-0.20894078994920703,0.07142857142857142,1.0,364.339865,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8007,-1.1533422461042682,-0.3893807583620465,0.17005523636301387,0.14285714285714285,1.0,133.0840111,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
71,-0.3757784576116885,-0.12052768551248413,1.2649326457094299,0.07142857142857142,0.5,311.0025689,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2799,-0.7645603518579783,-0.24830746056470712,0.17500943278539582,1.0,0.0,344.4037781,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5542,-0.7645603518579783,1.2156149458551282,-0.030589718743456024,1.0,1.0,468.1244281,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8971,1.5681310136197608,-1.7177347065428603,0.22455139700921556,0.0,0.0,247.8843204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5482,0.4017853308808912,-0.006595133798137536,-1.1477610119905908,0.0,1.0,434.0190686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8285,1.1793491193734709,1.4926828638676874,-0.6077536019509558,0.8571428571428571,0.5,340.8022352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1240,-0.3757784576116885,-0.39756557542282583,-1.291432708239668,0.5,0.5,217.215583,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7076,-1.542124140350558,0.8902672815956043,-1.0660167710212882,0.5714285714285714,0.0,513.0794509,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8567,1.5681310136197608,1.2500892330254079,1.0048373335343763,0.6428571428571428,1.0,396.5199704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1466,-0.3757784576116885,0.8787461390071842,-0.10242556686799463,0.6428571428571428,1.0,296.8608109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8602,0.4017853308808912,-1.1381838323124576,-1.3632685563642066,0.07142857142857142,0.0,194.5218177,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4391,-0.7645603518579783,-0.13755793644861106,-0.5136238699256983,0.8571428571428571,0.5,505.184784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4356,-1.542124140350558,0.8818813915606353,-0.38481476294376704,0.21428571428571427,1.0,159.7653779,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4431,0.013003436634601361,0.37001304165333665,-0.5111467717145074,0.3571428571428571,0.0,301.8216472,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2058,-0.3757784576116885,-0.24969915130563244,-0.952070253306503,0.07142857142857142,0.0,377.1389551,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3930,-0.7645603518579783,-0.3344105933211408,1.5497989399963932,0.7857142857142857,0.0,210.3590503,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3910,-0.3757784576116885,-0.5204695472377252,1.1658487172617904,0.21428571428571427,0.5,473.7105399,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6194,1.5681310136197608,1.1189456077608373,-1.3285891814075328,0.21428571428571427,0.0,262.8622235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
9707,0.4017853308808912,1.3962246855624545,1.0568563959693869,0.7857142857142857,0.0,423.0756062,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8591,1.1793491193734709,1.3071242865318062,0.08831099539371132,0.2857142857142857,0.5,560.2111536,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3111,0.4017853308808912,-1.5850278857852287,-0.3080247183968465,0.5714285714285714,1.0,589.0781299,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8485,1.5681310136197608,1.5105404293929763,-1.0040893157415136,0.8571428571428571,1.0,598.5001311,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5043,-0.3757784576116885,0.8923793506249119,-1.3236349849851508,0.2857142857142857,1.0,525.848442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1198,0.013003436634601361,1.4039022547315632,-0.771242083889561,0.14285714285714285,0.0,196.5442231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1644,0.4017853308808912,-1.5086189925904283,-1.3830853420537346,0.5714285714285714,1.0,386.3470434,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8194,1.5681310136197608,-1.345814332048008,-0.937207664039357,0.7142857142857142,1.0,384.5075822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
389,-0.3757784576116885,-0.8620944572501503,0.7992381820055243,0.5714285714285714,0.5,366.5954567,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4262,-0.3757784576116885,1.7059748303278799,-0.6027994055285738,0.3571428571428571,0.5,493.0099626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2000,1.5681310136197608,0.5914468102800206,1.4977798775613824,0.5714285714285714,0.5,325.3421996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
228,-0.7645603518579783,-0.2273368842497915,0.1626239417294409,0.7857142857142857,0.0,563.7653367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7521,-0.3757784576116885,0.1785010033056936,-1.2666617261277582,0.42857142857142855,0.0,213.2922511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1867,-0.7645603518579783,-0.5722015822451137,0.5218031823521339,0.7857142857142857,1.0,498.9608223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4368,-1.542124140350558,0.23086076935749253,-0.942161860461739,0.6428571428571428,1.0,599.3824115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6761,0.013003436634601361,-0.6264885523848507,0.08335679897132935,0.2857142857142857,0.0,361.530806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3040,-1.542124140350558,-1.5839040704705853,-1.1601465030465457,0.14285714285714285,0.5,508.5144548,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2447,-0.7645603518579783,-0.8314108662442459,1.7207187165685713,0.7142857142857142,0.0,318.1980147,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6339,-0.7645603518579783,-1.3642482889817416,-0.29068503091850956,0.9285714285714285,0.0,90.36393598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8518,0.4017853308808912,-1.1489558958737305,-0.7687649856783699,0.7857142857142857,1.0,106.3768654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2489,0.013003436634601361,-1.707024835086639,-0.6127077983733378,0.2857142857142857,1.0,505.7299,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1433,-0.3757784576116885,-1.423323334462904,0.19234912026373274,0.7857142857142857,0.5,498.6561398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7143,1.1793491193734709,-1.351161030987508,0.2889559505001812,0.5,0.0,486.1347652,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3540,-0.3757784576116885,-0.3608531426426607,-0.6300474858516747,0.9285714285714285,1.0,135.3281823,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4310,-1.1533422461042682,-0.9874117708743119,0.3459292093575739,0.7142857142857142,0.5,391.4013075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5316,-0.3757784576116885,1.4097202924014083,0.856211440862917,0.2857142857142857,1.0,52.35878652,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7774,0.4017853308808912,0.2085280764756865,-1.6184096721168781,0.5,0.5,232.0650639,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
