QuantityReturned,PurchaseAmount,CustomerAccountAge,PreviousReturns,PreviousFraudReports,ProductCategory_Beauty & Health,ProductCategory_Books,ProductCategory_Clothing,ProductCategory_Electronics,ProductCategory_Home & Garden,ReasonForReturn_Defective,ReasonForReturn_Did not like,ReasonForReturn_No longer needed,ReasonForReturn_Not as described,ReasonForReturn_Wrong item,ReturnCondition_Complete,ReturnCondition_Damaged,ReturnCondition_Defective,ReturnCondition_Opened,ReturnCondition_Unopened,DeliveryType_Express,DeliveryType_Standard
0.002134049,-0.116235322,-1.293032892,0.857142857,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0.390143001,-0.871184312,-0.905212446,0.428571429,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1.166160905,1.692787869,0.977075327,0.428571429,0.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
-0.385874903,-0.521607733,0.870856989,1,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0.002134049,-1.342882803,1.115406187,0.357142857,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.773883855,-0.707082656,-0.250611055,0.214285714,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1.166160905,-1.094366289,-0.455637151,0.214285714,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
0.778151953,-0.961902331,-1.29797328,0.928571429,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
-0.385874903,0.700152186,0.203904628,0.285714286,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1.554169857,1.118342519,-1.404191619,0.285714286,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.773883855,-0.022687,-1.273271341,0.928571429,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
-0.385874903,1.495850983,-1.614158103,0.285714286,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
-1.161892807,1.13865586,-0.265432218,0.142857143,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
1.554169857,1.118022552,-0.228379309,1,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1.166160905,-1.623225953,0.248368119,0.785714286,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
-0.385874903,0.090482338,-1.357257935,0.071428571,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.778151953,-0.408953314,-0.080167674,0.857142857,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
-1.549901759,-1.096563743,0.633718371,0.357142857,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
-0.385874903,-1.71749736,0.2557787,0.857142857,0.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.773883855,-0.335659644,-0.011002244,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
-0.385874903,0.68987331,-1.401721425,0.928571429,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.002134049,1.026988297,1.031419594,0.5,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
-0.385874903,-0.921478946,1.550160319,0.357142857,0.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-0.385874903,-1.716753128,-1.685793727,0.142857143,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.002134049,1.534977491,1.107995606,0.214285714,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0.390143001,1.313724999,0.801691559,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1.166160905,-1.326116754,-0.695245962,0.714285714,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1.554169857,-1.600018988,-0.228379309,0.071428571,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
-1.161892807,-0.231842003,0.90296951,0.285714286,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1.554169857,-1.450275705,-0.346948618,0.214285714,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0.002134049,-0.799708751,-1.043543306,0.571428571,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
-1.549901759,0.696351069,0.302712385,0.642857143,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
-0.773883855,1.110668799,-1.176933778,1,0.5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.390143001,-0.901994686,0.196494046,0.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
-1.549901759,-1.075597327,0.727585741,0.357142857,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
-0.773883855,0.939383827,-1.246099208,0.285714286,0.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.778151953,-1.327380757,-0.853338373,0.642857143,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-1.161892807,-0.814177507,0.364467233,0.714285714,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1.166160905,-1.616917331,1.093174442,0.071428571,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
-1.161892807,0.604224297,-1.574635,0.285714286,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0.778151953,1.494002126,-1.554873449,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0.390143001,0.584228991,0.194023852,0.285714286,0.5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0.002134049,1.522812808,1.693431567,0.857142857,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.002134049,-0.463666581,1.70825273,0.857142857,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0.002134049,-1.571047423,-0.416114048,0.642857143,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
-0.385874903,1.003287756,-0.823696046,0.928571429,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0.778151953,1.022070735,-0.136982134,0.857142857,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
-1.161892807,-0.656164221,-1.359728128,0.857142857,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0.390143001,1.063370388,1.214213945,0.428571429,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
-1.161892807,0.518603818,1.063532115,0.142857143,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.002134049,0.287060038,0.154500749,0.142857143,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.002134049,-1.381582146,-1.130000093,1,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
-1.549901759,-1.45827589,-0.74464984,0.357142857,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
-1.549901759,0.750711359,-0.505041029,0.071428571,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
0.778151953,0.002820946,-0.472928508,0.714285714,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0.778151953,1.610424162,-1.307854056,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1.554169857,-1.427140398,-1.468416661,0.142857143,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
-0.385874903,0.205532981,-0.608789174,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
-0.773883855,-0.267794408,1.127757157,0.214285714,0.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1.554169857,-0.70979394,1.515577604,0.285714286,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
-0.773883855,1.307926219,0.413871112,0.928571429,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
-1.549901759,-1.085268163,-0.038174377,0.285714286,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
-1.161892807,0.20657461,0.90296951,0.857142857,0.5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1.166160905,1.695710514,1.295730344,0.428571429,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
0.778151953,0.018162558,-1.522760928,0.714285714,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.390143001,-0.538559188,0.445983633,0.214285714,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0.002134049,0.705570937,1.355014998,0.571428571,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0.002134049,1.086770048,-0.53715355,0.071428571,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.554169857,0.484883414,-0.107339807,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1.166160905,-0.140045289,0.315063355,0.428571429,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1.166160905,-1.651648179,-0.337067842,0.428571429,0.5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0.002134049,0.460962886,-0.670544023,0.5,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
-1.161892807,-1.300211469,-1.626509073,0.071428571,0.5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-0.385874903,0.256444464,-0.665603635,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
-1.161892807,0.48418359,-1.251039596,0.357142857,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.773883855,1.349415305,-0.403763078,0.142857143,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0.390143001,0.197181153,0.19896424,0.357142857,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.166160905,-1.574850638,-0.228379309,0.571428571,0.5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
-1.161892807,-0.358948752,1.080823472,0.785714286,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0.390143001,-0.518785838,-1.396781037,0.214285714,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
-0.773883855,-0.373157582,-1.673442757,0.785714286,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0.002134049,-1.120369238,-1.577105194,0.285714286,0.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1.554169857,-0.61632342,0.18661327,0.071428571,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
-0.773883855,0.279469402,1.495816052,0.142857143,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
-0.385874903,0.903683285,-0.220968728,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0.778151953,0.619912924,-0.576676653,0.571428571,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
0.778151953,0.420641436,1.686020985,0.142857143,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0.778151953,0.753485563,-0.959556712,0.714285714,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
-0.773883855,1.182305219,1.50075644,0.785714286,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
-0.773883855,-0.958071277,-0.833576822,0.214285714,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
-1.161892807,1.629147306,-1.532641703,1,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0.778151953,0.666205256,0.07298435,0.214285714,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
1.554169857,-1.18641198,0.799221365,0.714285714,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
-1.549901759,-1.570252911,-0.463047733,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
0.778151953,-1.671325473,0.937552225,0.071428571,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
-0.385874903,-1.668777223,-1.37948968,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
0.390143001,-1.690322225,0.935082031,0.571428571,0.5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
-1.549901759,0.482010819,-0.440815987,0.785714286,0.5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.166160905,-0.848724993,-0.472928508,0.071428571,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0.778151953,-0.047852206,-0.519862193,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.390143001,-1.571545312,1.463703531,0.428571429,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
-1.161892807,0.103387152,-1.428893558,0.571428571,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0.778151953,-0.342811908,0.347175876,0.285714286,0.5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.002134049,-0.391670039,-0.957086518,0.642857143,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
0.778151953,1.664600036,1.656378658,0.285714286,0.5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
-0.385874903,1.715475467,1.164810066,0.142857143,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.390143001,-1.38681149,0.767108844,0.928571429,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
-0.773883855,-0.001939725,0.61395682,0.714285714,0.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0.002134049,1.041485972,-0.141922522,0.642857143,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
-0.385874903,1.619385235,1.367365968,0.571428571,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1.554169857,-1.696638968,0.846155049,0.285714286,0.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
-0.773883855,1.601886201,-1.475827243,0.214285714,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1.166160905,-0.595244847,-1.147291451,0.714285714,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0.778151953,1.554289078,1.668729627,0.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.778151953,-0.790354588,-1.705555278,0.714285714,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1.166160905,1.029347567,0.06063338,0.428571429,0.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
-1.549901759,-0.95604257,0.937552225,0.928571429,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1.166160905,-0.766612294,1.602034391,0.214285714,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1.554169857,1.098175754,0.361997039,0.142857143,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
-1.161892807,0.79186638,0.633718371,0.357142857,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.002134049,1.013706844,-0.169094655,0.142857143,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
-0.385874903,-0.416924736,-1.157172226,0.857142857,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
0.778151953,-1.223228741,-1.456065692,0.571428571,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
-1.161892807,-0.726955964,0.831333886,0.428571429,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
-1.549901759,0.715439968,0.265659476,0.285714286,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.549901759,-0.661432586,0.344705682,0.071428571,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1.554169857,1.450322187,-0.319776485,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
-1.161892807,-0.507826922,-1.288092505,0.714285714,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
-0.773883855,0.0361888,-1.525231122,0.071428571,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
-1.161892807,-0.32909482,-0.670544023,0.428571429,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
-0.773883855,0.693956908,-1.147291451,0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1.554169857,0.14144642,1.162339872,0.928571429,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1.554169857,-1.16002379,0.307652773,0.928571429,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1.554169857,-0.514102598,0.660890505,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
-0.385874903,-1.166291226,1.50075644,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
-0.773883855,-1.420090518,0.732526129,0.857142857,0.5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1.554169857,1.606179548,0.979545521,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
-0.385874903,0.214039464,-0.206147564,0.142857143,0.5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.778151953,0.867482985,0.19896424,0.285714286,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.773883855,-0.088356523,0.767108844,0.071428571,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
-1.161892807,-0.977762455,-1.339966577,0.571428571,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
-0.773883855,1.26003166,1.540279543,0.285714286,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0.002134049,-1.585077496,0.374348009,0.214285714,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1.166160905,-1.603861317,-0.705126738,0.785714286,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1.554169857,0.992263523,1.187041811,0.428571429,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
-0.773883855,0.838015684,-1.018841366,0.214285714,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
0.390143001,-1.57082611,1.036359982,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0.002134049,0.155980592,1.453822756,0.214285714,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
-0.385874903,-0.668548763,0.537380808,0.5,0.5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.385874903,-1.523295533,1.046240757,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1.166160905,-0.027422542,1.406889071,1,0.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-0.773883855,0.942379138,1.068472503,0.071428571,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.778151953,-0.976578486,1.473584307,0.714285714,0.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.002134049,-0.171501713,-0.193796594,0.785714286,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0.002134049,0.214913277,1.577332452,0.5,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.778151953,1.687779341,1.147518709,0.071428571,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
0.390143001,-0.125549155,0.865916601,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0.778151953,0.889246941,-0.181445625,0.285714286,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
-1.161892807,1.40020304,-0.062876316,0.785714286,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0.778151953,0.844194369,-1.465946467,0.214285714,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
-1.549901759,-0.581241434,-0.571736265,0.071428571,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0.390143001,0.231304403,-0.32965726,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0.002134049,0.96676405,-1.604277327,0.071428571,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
-0.773883855,-1.484792081,-0.512451611,0.5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0.002134049,1.314837105,-0.524802581,0.571428571,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
-0.385874903,0.9237145,-1.18434436,0.357142857,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
-1.161892807,0.87062972,-0.934854773,0.071428571,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0.390143001,-1.169716603,1.342664029,0.5,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0.778151953,-0.139071371,-1.050953887,0.142857143,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
-1.549901759,-0.79782782,0.952373388,0.5,0.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1.166160905,-0.567790934,-0.109810001,0.857142857,0.5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
-1.549901759,-0.844108211,1.725544088,0.785714286,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
-0.773883855,-0.404318213,-0.823696046,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
-0.385874903,1.026003072,0.611486626,0.857142857,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
-1.549901759,1.433535308,-1.651211012,0.785714286,0.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.773883855,0.348807177,1.335253447,0.642857143,0.5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.390143001,-0.786873866,1.382187132,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
