OrderID,ProductCategory,QuantityReturned,PurchaseAmount,ReasonForReturn,CustomerAccountAge,PreviousReturns,PreviousFraudReports,DeliveryType,ReturnCondition,RefundIssued,Fraud
28,Beauty & Health,9,470.4348952,No longer needed,168,2,2,Standard,Damaged,400.0726123,1
29,Electronics,6,494.103617,Wrong item,407,8,1,Standard,Defective,370.9227777,0
30,Electronics,5,386.3294902,Not as described,522,7,0,Standard,Complete,449.3867991,1
31,Home & Garden,2,295.4092667,No longer needed,613,1,1,Express,Opened,500.1988175,1
32,Electronics,2,383.1726511,Did not like,318,14,2,Express,Unopened,265.6712133,0
33,Electronics,9,151.1534813,Defective,1168,14,1,Express,Damaged,410.1197582,1
34,Books,2,156.1294531,Did not like,1356,3,2,Express,Defective,186.6809991,0
35,Home & Garden,2,334.0876862,Did not like,466,7,1,Standard,Opened,465.8034301,0
36,Clothing,3,438.4810767,Defective,221,11,0,Express,Defective,534.2163247,0
37,Home & Garden,3,485.5085548,Did not like,594,12,0,Standard,Complete,468.8099315,0
38,Clothing,4,183.8406084,Not as described,676,14,1,Express,Defective,320.0999056,0
39,Books,7,402.3457391,Did not like,983,8,0,Express,Damaged,123.3906624,0
40,Beauty & Health,9,428.7347865,Defective,1272,6,1,Standard,Unopened,530.2066964,1
41,Electronics,2,319.1231567,No longer needed,994,0,2,Express,Unopened,498.0418924,1
42,Books,4,186.8441035,No longer needed,678,7,1,Express,Complete,433.9020958,0
43,Electronics,9,317.1625113,No longer needed,449,13,2,Standard,Damaged,518.3166813,0
44,Beauty & Health,2,300.5354741,Defective,214,11,1,Standard,Unopened,343.164739,0
45,Beauty & Health,1,311.1322428,Defective,727,0,2,Standard,Opened,594.9303028,0
46,Books,8,317.2449026,Not as described,336,14,0,Express,Defective,510.3899995,1
47,Beauty & Health,9,426.5879316,Defective,146,8,1,Standard,Complete,139.9779516,1
48,Clothing,7,101.6391264,No longer needed,373,7,0,Standard,Opened,271.1845899,1
49,Beauty & Health,8,196.3010949,Defective,212,3,0,Express,Complete,143.5742646,0
50,Electronics,4,301.2808291,Wrong item,644,9,2,Standard,Damaged,173.3433997,1
51,Electronics,4,155.9973145,Did not like,498,13,0,Express,Complete,325.5348584,1
52,Electronics,2,489.5134986,Not as described,891,11,2,Standard,Unopened,248.7696215,1
53,Electronics,8,146.3121246,No longer needed,1415,10,0,Express,Damaged,550.3572632,1
54,Clothing,2,245.4218627,No longer needed,415,14,0,Standard,Complete,50.06387688,1
55,Home & Garden,9,441.1352219,Wrong item,1285,14,1,Standard,Opened,55.69543684,0
56,Books,4,58.43055808,Not as described,1213,3,1,Standard,Damaged,556.2017643,1
57,Electronics,1,413.930241,Did not like,150,13,2,Standard,Damaged,181.4600331,1
58,Beauty & Health,4,294.0840171,Not as described,243,3,0,Express,Complete,51.35940569,0
59,Electronics,3,35.26497959,Not as described,627,5,0,Standard,Complete,290.6889321,0
60,Beauty & Health,6,453.3981881,No longer needed,1256,14,1,Express,Damaged,157.6066991,1
61,Beauty & Health,7,38.81448102,Defective,489,1,2,Express,Defective,79.33144432,0
62,Electronics,8,267.3045422,Did not like,1293,3,1,Express,Defective,341.7584335,1
63,Clothing,2,43.53499826,Not as described,1283,3,0,Standard,Unopened,127.0978975,1
64,Beauty & Health,6,54.17604727,Wrong item,918,7,2,Standard,Damaged,510.2831968,1
65,Beauty & Health,6,445.8580708,No longer needed,848,1,0,Standard,Defective,216.1893565,0
66,Electronics,5,387.5962625,Defective,511,14,1,Standard,Opened,171.9115224,0
67,Beauty & Health,7,114.5317632,Defective,483,7,2,Express,Damaged,456.8662888,0
68,Beauty & Health,3,317.8246271,No longer needed,974,11,1,Express,Defective,516.7565912,0
69,Electronics,4,401.4461928,Not as described,996,9,0,Express,Complete,101.2053202,1
70,Electronics,9,447.0035079,No longer needed,807,10,0,Standard,Opened,133.3645393,0
71,Books,4,244.7873249,Defective,1308,1,1,Express,Unopened,311.0025689,0
72,Clothing,3,450.7999412,Defective,313,8,0,Express,Defective,374.6214432,1
73,Clothing,2,263.7680349,Wrong item,1217,8,1,Express,Complete,95.79524667,1
74,Beauty & Health,5,350.3494602,Wrong item,669,5,1,Express,Opened,256.2562519,1
75,Clothing,4,489.9340925,Defective,318,9,2,Express,Opened,543.6810248,0
76,Beauty & Health,8,133.2568588,Wrong item,318,11,0,Standard,Unopened,531.8447476,0
77,Books,7,100.8902125,Wrong item,112,4,0,Express,Complete,221.1736193,1
78,Electronics,6,184.169036,Wrong item,522,6,1,Express,Defective,175.0865301,0
79,Electronics,2,98.91153091,Defective,585,14,2,Express,Damaged,370.5215421,1
80,Electronics,3,156.3981467,Not as described,1067,12,1,Express,Opened,102.8683526,0
81,Clothing,9,376.6329552,Not as described,885,7,0,Express,Defective,178.3538438,1
82,Books,9,249.2115372,Did not like,218,7,2,Standard,Damaged,141.7162767,0
83,Clothing,5,200.0198214,Wrong item,370,2,2,Express,Defective,164.2582411,1
84,Clothing,3,196.9875225,Not as described,1011,2,1,Standard,Defective,168.1477927,1
85,Books,2,113.374388,Did not like,1220,4,1,Standard,Opened,395.1162823,1
86,Books,8,234.7574981,No longer needed,941,4,2,Standard,Opened,318.4619308,1
87,Books,6,319.8250682,Wrong item,1170,1,0,Standard,Defective,524.2610724,0
88,Books,7,86.79432057,Not as described,763,4,0,Standard,Defective,454.5891451,1
89,Electronics,1,486.9501735,Not as described,1123,0,2,Express,Unopened,324.3696057,0
90,Home & Garden,1,232.7749647,Not as described,272,10,1,Express,Damaged,219.0812318,0
91,Home & Garden,2,475.02124,Did not like,886,6,1,Standard,Complete,507.5792941,1
92,Books,3,84.63628478,No longer needed,446,13,0,Standard,Complete,93.74516062,0
93,Home & Garden,1,388.2636575,Wrong item,336,14,0,Standard,Unopened,424.5499454,0
94,Home & Garden,5,316.4662643,Not as described,1036,10,2,Standard,Defective,112.151804,1
95,Books,3,413.6307774,Defective,642,6,0,Express,Defective,343.0380277,0
96,Home & Garden,1,308.325403,Wrong item,1336,0,0,Express,Unopened,545.8879175,0
97,Clothing,8,482.161584,Defective,1395,2,1,Standard,Complete,180.9370557,0
98,Beauty & Health,6,320.9272788,Did not like,506,7,1,Express,Opened,93.19160821,0
99,Beauty & Health,9,396.6099802,Not as described,177,12,0,Standard,Opened,236.7244244,1
100,Books,3,441.2392508,Wrong item,1269,10,1,Express,Defective,313.041547,1
101,Electronics,9,363.0000662,Wrong item,111,8,1,Standard,Damaged,448.6447988,0
102,Books,9,271.6335952,Not as described,328,2,1,Express,Complete,66.35324311,0
103,Electronics,1,150.9521978,No longer needed,942,13,0,Express,Damaged,121.98558,0
104,Beauty & Health,3,430.1564544,Did not like,1064,5,1,Standard,Defective,275.9037415,0
105,Books,6,250.6775613,Not as described,1464,5,0,Standard,Complete,102.2616819,1
106,Clothing,8,317.9399486,Wrong item,771,14,0,Express,Opened,575.7398107,0
107,Home & Garden,4,58.02873818,No longer needed,938,5,2,Standard,Opened,331.0438417,1
108,Electronics,5,258.7286351,Wrong item,263,4,2,Standard,Damaged,257.313438,0
109,Home & Garden,9,355.1156691,Defective,481,5,2,Express,Complete,588.8500231,1
110,Home & Garden,6,300.3545168,Wrong item,830,5,0,Standard,Defective,405.352145,0
111,Books,7,235.3063309,Did not like,681,9,2,Standard,Unopened,333.7025905,1
112,Home & Garden,7,127.245112,Not as described,871,5,1,Express,Unopened,182.623993,1
113,Clothing,4,168.641696,Wrong item,1041,12,2,Standard,Unopened,189.1932498,0
114,Home & Garden,4,356.2996919,Defective,1186,7,0,Express,Defective,249.247034,1
115,Books,4,127.6115354,Defective,1094,13,1,Express,Unopened,462.8992328,0
116,Clothing,5,318.4287753,Not as described,345,10,1,Standard,Damaged,498.8027107,1
117,Beauty & Health,5,303.074054,Defective,1097,5,1,Standard,Opened,155.6410235,0
118,Home & Garden,8,485.8003901,Not as described,149,11,2,Standard,Unopened,499.5763753,0
119,Books,9,49.17528439,Did not like,1357,2,2,Express,Opened,232.0160289,0
120,Beauty & Health,2,71.8988515,Not as described,1405,6,2,Standard,Damaged,160.1624749,1
121,Beauty & Health,7,262.9200635,No longer needed,768,5,2,Express,Complete,157.1304153,1
122,Electronics,1,273.0127162,Defective,319,13,1,Standard,Complete,304.8867603,0
123,Clothing,1,39.16527623,Defective,1006,10,0,Express,Defective,471.9217882,0
124,Home & Garden,4,416.410602,Wrong item,1471,8,2,Standard,Opened,363.8935223,1
125,Books,7,257.4672791,No longer needed,463,3,0,Express,Defective,305.5558399,0
126,Electronics,2,186.3889984,Wrong item,1091,0,1,Standard,Unopened,59.90900337,0
127,Clothing,2,173.0498099,Not as described,1019,5,0,Standard,Defective,359.958721,0
128,Electronics,1,433.4754471,Did not like,662,8,0,Express,Damaged,421.0883,0
129,Clothing,2,114.4317759,Defective,141,12,2,Express,Defective,103.9391833,0
130,Clothing,7,97.00049861,Did not like,522,7,2,Express,Unopened,575.8974096,0
131,Home & Garden,9,122.325694,Not as described,234,1,1,Express,Unopened,100.3477856,0
132,Clothing,6,320.0108229,Not as described,885,2,2,Express,Damaged,429.8721447,1
133,Electronics,2,409.2468107,No longer needed,1382,7,0,Express,Opened,338.5051622,0
134,Clothing,9,178.869773,Wrong item,1314,11,0,Standard,Complete,536.304027,1
135,Home & Garden,7,103.2617591,Defective,1379,10,0,Express,Damaged,277.7516228,0
136,Home & Garden,1,120.4132005,Defective,847,8,0,Standard,Complete,329.6987361,0
137,Electronics,9,317.2082137,Did not like,172,7,2,Express,Damaged,354.1080084,1
138,Beauty & Health,2,138.0969086,No longer needed,1197,14,1,Express,Damaged,531.1658273,0
139,Beauty & Health,4,441.094511,Not as described,734,9,2,Express,Defective,489.806064,1
140,Clothing,9,69.86785012,No longer needed,500,0,0,Express,Defective,204.0603415,1
141,Books,4,35.53689632,Defective,1202,2,1,Express,Defective,575.3907065,0
142,Clothing,3,62.42155806,Wrong item,1092,12,1,Standard,Damaged,464.1886649,0
143,Electronics,1,425.9086978,Did not like,1371,10,0,Standard,Defective,56.62446605,0
144,Electronics,7,332.5901694,Not as described,1310,7,0,Express,Damaged,151.0600923,0
145,Electronics,6,479.7174239,Not as described,569,0,2,Standard,Defective,520.6933858,0
146,Electronics,4,181.4223398,Not as described,678,11,1,Standard,Complete,405.2248397,0
147,Electronics,6,122.0855014,Wrong item,555,6,1,Express,Opened,191.9709518,1
148,Home & Garden,6,289.7481149,Defective,1399,3,2,Express,Defective,144.2821807,1
149,Beauty & Health,4,278.157574,Defective,1302,11,0,Express,Unopened,130.7135603,0
150,Electronics,6,303.6915143,No longer needed,1013,6,1,Standard,Opened,224.9579959,0
151,Books,8,186.8162541,No longer needed,228,3,2,Express,Unopened,544.1915204,1
152,Books,3,22.83053122,Defective,478,7,1,Standard,Opened,243.6254838,0
153,Books,4,36.81519341,Not as described,1238,11,2,Standard,Defective,413.3853105,0
154,Books,1,338.6367015,Wrong item,1445,5,1,Express,Complete,111.3611082,0
155,Home & Garden,4,271.1638631,Defective,488,9,0,Standard,Defective,342.2697624,1
156,Books,9,414.0854046,Wrong item,885,9,0,Standard,Damaged,238.5809347,0
157,Electronics,8,164.1967322,Did not like,563,12,1,Express,Unopened,138.2865663,1
158,Clothing,4,411.4266739,Not as described,1325,7,1,Express,Opened,488.7783065,0
159,Books,7,224.2358785,Did not like,1088,11,1,Express,Complete,498.546747,1
160,Home & Garden,3,66.41522506,Defective,646,0,2,Standard,Unopened,218.4491067,1
161,Home & Garden,9,489.39755,No longer needed,508,8,0,Express,Complete,409.5712979,1
162,Books,4,265.729246,Defective,717,10,2,Express,Unopened,266.7397408,1
163,Clothing,2,322.1496867,Did not like,860,11,0,Standard,Defective,74.46189413,1
164,Books,5,341.9826495,Wrong item,1275,14,0,Standard,Damaged,285.2776414,0
165,Home & Garden,2,193.9578811,Defective,752,14,2,Express,Unopened,366.7233992,1
166,Beauty & Health,6,378.8135935,No longer needed,1101,8,0,Standard,Complete,214.4702103,1
167,Electronics,1,437.7279034,Did not like,590,5,0,Express,Defective,571.892643,1
168,Home & Garden,6,205.8497487,Defective,906,12,1,Standard,Opened,356.9237701,0
169,Books,4,335.3604256,Did not like,1285,8,2,Standard,Opened,254.3083563,0
170,Electronics,3,383.4194355,Did not like,246,5,2,Standard,Defective,454.2610467,0
171,Books,2,111.2604309,Not as described,355,5,0,Express,Opened,237.5061339,0
172,Books,7,179.6461205,Wrong item,469,12,2,Standard,Complete,63.58838719,0
173,Beauty & Health,9,72.22200626,Not as described,750,3,0,Standard,Damaged,54.54340944,1
174,Electronics,3,309.0600628,Did not like,1414,2,0,Standard,Defective,216.0832925,0
175,Electronics,6,404.450094,No longer needed,1463,2,2,Express,Damaged,135.7912267,1
176,Beauty & Health,9,313.2025552,No longer needed,175,1,0,Standard,Damaged,243.8547865,1
177,Home & Garden,2,106.2962389,Not as described,668,3,1,Express,Defective,473.3133616,1
178,Books,7,282.2568757,No longer needed,604,8,2,Express,Unopened,219.9778055,1
179,Clothing,5,420.7683913,Did not like,1444,6,2,Express,Complete,357.8060457,0
180,Books,5,165.3079021,Defective,761,2,0,Express,Defective,555.8051103,0
181,Books,7,419.6727211,Did not like,1115,7,2,Express,Complete,434.0610729,0
182,Home & Garden,9,396.6191762,Defective,1430,13,2,Standard,Damaged,358.9669808,1
183,Books,4,30.43558776,No longer needed,446,12,1,Standard,Damaged,526.8806537,0
184,Beauty & Health,9,134.9383108,Wrong item,1322,13,1,Express,Unopened,231.8541646,1
185,Beauty & Health,9,280.6123548,Wrong item,281,12,2,Express,Damaged,158.814611,0
186,Electronics,4,364.4563376,Did not like,339,8,0,Standard,Defective,460.9432234,0
187,Clothing,3,442.6546523,Did not like,165,0,1,Standard,Complete,82.33662311,1
188,Books,2,327.7003128,No longer needed,270,11,1,Express,Unopened,283.3003225,1
189,Books,9,202.5652022,Wrong item,264,0,1,Express,Defective,207.8920745,0
190,Home & Garden,2,108.6210592,Wrong item,1053,8,0,Express,Complete,584.2287514,1
191,Beauty & Health,6,384.8172106,Did not like,162,8,2,Express,Complete,257.4025968,0
192,Clothing,5,119.2551485,Wrong item,454,6,2,Standard,Opened,414.88602,0
193,Electronics,5,353.8066503,Did not like,150,2,1,Express,Opened,197.6665286,1
194,Beauty & Health,4,106.9815763,Not as described,683,3,2,Express,Defective,590.7449084,1
195,Electronics,6,63.70584815,Wrong item,142,6,1,Express,Unopened,149.2154369,0
196,Home & Garden,5,140.5281074,Defective,1062,14,1,Standard,Complete,548.6865321,0
197,Home & Garden,4,156.7663067,No longer needed,1444,8,0,Express,Complete,294.9543918,0
198,Books,9,330.6603846,Did not like,1441,14,0,Express,Defective,285.0015493,0
199,Clothing,6,97.22401652,Wrong item,1339,7,1,Standard,Unopened,435.7134772,0
200,Electronics,3,466.5473182,Wrong item,1314,7,0,Express,Damaged,101.3246295,0
201,Beauty & Health,6,286.0936094,Did not like,769,0,0,Express,Unopened,350.6807477,1
202,Home & Garden,1,255.6472308,Defective,189,5,0,Standard,Damaged,170.9838613,1
203,Books,5,228.6533669,Wrong item,715,5,2,Express,Complete,136.4169287,0
204,Books,6,291.9686465,Not as described,662,14,2,Express,Opened,532.6109855,1
205,Electronics,8,30.77454424,No longer needed,1377,4,0,Standard,Opened,598.5077325,0
206,Home & Garden,9,495.2414598,Did not like,1230,10,2,Express,Defective,584.1582716,0
207,Clothing,3,287.6117006,Wrong item,1417,0,1,Express,Unopened,501.638726,0
208,Home & Garden,2,36.89360103,No longer needed,1359,2,1,Express,Unopened,555.9838488,1
209,Electronics,4,303.1892503,Did not like,934,11,0,Express,Damaged,558.3168985,1
210,Electronics,8,229.797804,Did not like,455,3,0,Standard,Defective,146.9988028,0
211,Home & Garden,8,31.5380944,Did not like,716,13,2,Express,Unopened,97.13415698,1
212,Electronics,3,463.725801,Defective,866,9,0,Standard,Defective,119.7320774,1
213,Home & Garden,4,25.0720986,Not as described,403,6,0,Express,Damaged,139.432412,0
214,Beauty & Health,3,297.3784049,Did not like,683,14,1,Express,Complete,502.3458422,1
215,Home & Garden,2,481.6595589,Defective,1240,4,1,Express,Defective,567.7011719,0
216,Home & Garden,4,134.0501586,Did not like,466,1,2,Express,Opened,243.5113476,0
217,Electronics,6,142.0059556,Did not like,558,2,2,Express,Complete,68.90001319,0
218,Electronics,5,20.20310171,Defective,219,12,2,Standard,Unopened,219.1141084,1
219,Books,3,51.84856255,Not as described,1336,13,0,Express,Damaged,438.3762013,1
220,Books,2,41.54643756,No longer needed,1306,0,0,Express,Damaged,568.5976648,1
221,Beauty & Health,9,414.8750162,Wrong item,1462,13,0,Standard,Opened,297.3316991,0
222,Books,1,421.6340336,Did not like,1354,5,0,Standard,Defective,234.8370043,1
223,Home & Garden,9,368.8160404,Not as described,463,12,1,Express,Opened,409.2728557,1
224,Electronics,1,189.317606,Wrong item,583,12,2,Standard,Defective,166.119701,0
225,Books,7,414.2021359,Did not like,951,7,2,Express,Opened,471.1977029,0
226,Books,6,279.0917697,Wrong item,1049,3,1,Express,Opened,277.7184121,0
227,Beauty & Health,7,166.0689327,Defective,345,1,1,Express,Damaged,587.4992672,0
228,Beauty & Health,3,229.8928492,Not as described,863,11,0,Standard,Defective,563.7653367,0
229,Home & Garden,3,51.56852952,Not as described,1348,3,2,Express,Opened,415.9528272,0
230,Electronics,1,473.5561696,No longer needed,1280,9,2,Standard,Unopened,406.3897627,1
231,Beauty & Health,4,317.1758803,No longer needed,730,3,1,Standard,Damaged,117.7326985,0
232,Books,2,370.9923896,Wrong item,464,4,2,Standard,Damaged,204.5199189,0
233,Electronics,8,344.7600178,Defective,1001,2,1,Express,Damaged,524.0611379,1
234,Electronics,3,340.5199926,Wrong item,285,8,2,Express,Damaged,249.6411755,0
235,Books,7,28.28527304,Did not like,1308,6,1,Express,Opened,283.2693156,1
236,Beauty & Health,7,272.1782143,Not as described,379,8,0,Standard,Opened,511.902689,0
237,Books,9,414.4209097,Wrong item,841,14,2,Standard,Damaged,284.8091906,1
238,Electronics,6,41.36904868,Wrong item,1388,6,0,Express,Opened,517.5064182,1
239,Clothing,1,478.9595283,Not as described,451,11,1,Standard,Opened,88.18596078,1
240,Clothing,8,223.5966478,Not as described,688,9,2,Standard,Defective,430.0913903,1
241,Home & Garden,1,159.1498362,No longer needed,181,12,2,Standard,Unopened,84.65511601,1
242,Books,3,275.2742536,No longer needed,1304,3,0,Standard,Defective,484.506864,0
243,Books,5,404.5828102,Not as described,1465,4,0,Standard,Complete,353.7199145,1
244,Home & Garden,8,247.8824296,Wrong item,295,12,1,Express,Defective,355.7298872,1
245,Home & Garden,9,329.6507248,Did not like,159,6,0,Express,Unopened,257.1785823,1
246,Home & Garden,7,259.9589062,Wrong item,250,14,2,Express,Unopened,546.8349703,0
247,Electronics,9,323.0106832,Did not like,1184,5,2,Express,Defective,330.0022224,0
248,Books,3,86.25483929,Not as described,527,14,2,Express,Defective,193.2404275,0
249,Electronics,5,38.55842537,Did not like,1050,8,2,Standard,Complete,503.2714287,0
250,Home & Garden,8,85.71267473,No longer needed,430,2,0,Standard,Damaged,571.4733776,0
251,Books,1,157.2023094,Not as described,1162,7,0,Express,Unopened,183.26013,0
252,Electronics,8,141.61091,Defective,1376,10,1,Express,Damaged,382.8954443,1
253,Electronics,7,315.2841678,Did not like,989,9,0,Express,Complete,373.7144842,0
254,Home & Garden,1,238.8269236,Did not like,1054,10,1,Express,Opened,385.2910804,0
255,Books,6,38.62975089,Defective,1356,3,0,Standard,Opened,360.3285645,1
256,Home & Garden,1,36.73563503,Defective,453,8,0,Express,Damaged,105.0975327,1
257,Books,2,63.48224102,Not as described,1000,0,2,Standard,Defective,276.867629,0
258,Clothing,5,189.4789556,Wrong item,1293,4,0,Express,Unopened,592.1436202,1
259,Beauty & Health,2,22.96781646,Defective,316,11,1,Standard,Damaged,98.5120439,0
260,Beauty & Health,1,257.1138874,Did not like,447,3,2,Express,Defective,418.2991664,0
261,Beauty & Health,6,193.1214389,Defective,510,4,0,Standard,Complete,541.8646164,1
262,Home & Garden,8,286.6118252,Not as described,830,5,2,Express,Defective,160.3617441,0
263,Clothing,8,365.9961095,Not as described,997,13,2,Standard,Complete,491.3307745,1
264,Books,8,140.4669514,Did not like,1014,12,2,Express,Damaged,182.9760817,0
265,Electronics,6,95.40015086,Did not like,342,0,1,Express,Opened,66.70840446,0
266,Books,3,153.4657069,Did not like,107,7,1,Standard,Unopened,336.6226968,0
267,Electronics,1,20.84632734,Wrong item,1406,14,0,Standard,Damaged,440.9805348,1
268,Books,2,77.60621865,Did not like,722,11,2,Express,Opened,158.3175126,0
269,Clothing,5,380.3985746,Not as described,1023,10,0,Express,Complete,88.73636727,1
270,Electronics,5,126.9472844,Not as described,679,2,1,Standard,Unopened,354.4019956,0
271,Home & Garden,1,497.2638242,Defective,265,6,2,Standard,Defective,131.2467803,0
272,Books,1,100.5591303,Did not like,1326,6,1,Standard,Damaged,151.373369,1
273,Books,9,398.6104235,Wrong item,463,8,2,Express,Defective,436.9008165,1
274,Electronics,2,358.4213465,No longer needed,1275,10,2,Standard,Unopened,386.6588499,1
275,Home & Garden,7,174.6234286,Defective,757,10,2,Express,Damaged,570.8351429,1
276,Home & Garden,4,178.7547889,Wrong item,614,6,0,Standard,Damaged,227.8786927,0
277,Clothing,7,290.5047589,Did not like,1374,11,1,Standard,Defective,167.9147472,1
278,Home & Garden,8,429.1395668,Wrong item,1200,7,1,Express,Defective,410.656903,1
279,Home & Garden,5,205.3697332,No longer needed,831,3,1,Express,Opened,584.5986294,1
280,Home & Garden,1,49.36634284,Wrong item,1009,9,2,Standard,Defective,354.413424,1
281,Beauty & Health,4,199.7212049,No longer needed,1351,3,0,Express,Complete,211.5990628,1
282,Clothing,3,119.5100832,No longer needed,217,9,0,Express,Opened,550.7583609,0
283,Books,5,470.8193682,No longer needed,1109,7,0,Express,Defective,385.7177121,1
284,Electronics,6,354.6916863,Wrong item,1390,13,0,Standard,Damaged,167.0006594,0
285,Books,2,44.39967882,Did not like,1358,3,2,Express,Defective,572.2885406,1
286,Clothing,7,160.6344979,Not as described,1291,12,2,Express,Unopened,200.1557163,0
287,Electronics,3,44.10366316,Not as described,871,3,0,Standard,Opened,544.1660577,0
288,Clothing,1,418.4080018,Wrong item,1029,9,0,Standard,Damaged,388.0225031,1
289,Home & Garden,3,455.0222729,Did not like,795,2,1,Express,Defective,326.4560582,1
290,Electronics,9,73.8942108,Not as described,621,11,2,Standard,Unopened,232.9119426,1
291,Home & Garden,6,231.3392221,No longer needed,436,2,0,Express,Opened,115.3685501,1
292,Books,6,467.3039753,Wrong item,1450,10,2,Express,Opened,184.6468794,0
293,Books,4,89.70160962,Wrong item,1482,3,1,Standard,Opened,232.0547039,0
294,Electronics,8,160.1137235,Defective,547,11,0,Standard,Damaged,208.8054461,1
295,Electronics,5,166.0518321,Defective,752,12,2,Express,Defective,90.32985259,0
296,Clothing,7,34.42798986,Defective,989,13,2,Express,Damaged,368.8798085,1
297,Clothing,9,37.41115265,Did not like,703,1,2,Standard,Complete,311.3487841,1
298,Home & Garden,5,477.340557,Wrong item,1220,11,2,Standard,Defective,108.5545798,1
299,Electronics,5,294.1244523,Defective,752,2,2,Standard,Complete,305.1196767,0
300,Books,4,167.1911943,Wrong item,858,10,2,Express,Defective,93.43050446,0
301,Clothing,6,201.7638371,No longer needed,1379,11,1,Standard,Opened,562.3411325,0
302,Clothing,2,363.1246058,Defective,541,1,2,Express,Damaged,192.4933115,1
303,Books,3,195.9282577,Wrong item,508,13,1,Express,Complete,448.6533914,1
304,Clothing,1,129.3249935,Did not like,909,10,1,Standard,Opened,188.187106,0
305,Home & Garden,2,68.88192397,Did not like,184,13,2,Standard,Opened,310.982119,0
306,Electronics,2,369.8878456,Did not like,1052,5,0,Express,Complete,563.2964392,0
307,Books,8,106.671208,Defective,796,12,2,Standard,Defective,529.427924,0
308,Electronics,8,53.43116956,Did not like,197,2,1,Express,Complete,478.3843863,1
309,Clothing,2,224.9381338,Not as described,641,1,2,Standard,Damaged,484.6051604,1
310,Clothing,6,38.99406167,No longer needed,290,8,2,Express,Unopened,502.9041407,1
311,Books,5,483.199068,Wrong item,1067,7,2,Express,Defective,458.4497346,1
312,Home & Garden,3,321.1006244,Not as described,1324,4,1,Express,Opened,543.2706081,0
313,Beauty & Health,5,93.29446901,Defective,1445,12,1,Express,Complete,242.6293983,1
314,Books,5,102.7779615,Wrong item,357,8,1,Standard,Unopened,339.3702125,1
315,Beauty & Health,5,293.5176705,Wrong item,254,4,0,Express,Complete,405.5278377,0
316,Beauty & Health,3,191.1515635,Did not like,1043,4,0,Express,Unopened,158.7877401,1
317,Home & Garden,3,391.6480372,Wrong item,327,12,0,Standard,Defective,326.7947481,0
318,Beauty & Health,4,281.9871131,Wrong item,616,10,0,Express,Complete,118.2436405,1
319,Beauty & Health,7,228.0002603,No longer needed,740,10,2,Standard,Complete,386.4023737,0
320,Home & Garden,2,482.2305191,Defective,173,3,0,Express,Unopened,103.6917083,1
321,Beauty & Health,4,207.549947,Not as described,464,11,0,Standard,Damaged,326.8441532,0
322,Beauty & Health,4,212.2932434,Did not like,123,2,0,Standard,Opened,303.9055732,1
323,Beauty & Health,1,339.5707621,No longer needed,562,12,2,Express,Unopened,111.4850211,0
